,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,id
3417,0.616,0.855,-3.495,0.042,0.00379,0.000863,0.318,124.191,64IcdRqfcN5rwqSqJpQDDe
3418,0.468,0.841,-3.263,0.0294,0.085,0.00195,0.187,185.966,4spfRBAAdrMKR35lZWrgYF
3419,0.527,0.735,-3.24,0.0498,0.0158,0.0,0.103,155.126,3G6SMlksLlVjC17npbXQCA
3420,0.508,0.826,-4.088,0.0405,0.018,0.0,0.28,120.854,6JWddKPdqvDc2WkPEi9grC
3421,0.593,0.671,-6.956,0.0409,0.54,0.0,0.123,97.935,2xzzSkFGtf0w5ZATRYa1Tg
3422,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,99.988,0lYBSQXN6rCTvUZvg9S0lU
3423,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.102,176.042,04aAxqtGp5pv12UXAg4pkq
3424,0.571,0.841,-3.822,0.0579,0.0625,0.0,0.105,155.113,17leTzpwQBLeqJRYzhJKbi
3425,0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,169.152,2zzLRQ78kKfPTx8FJQCdC2
3426,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.105,90.024,6i0V12jOa3mr6uu4WYhUBr
3427,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,96.483,48UPSzbZjgc449aqz8bxox
3428,0.452,0.909,-3.977,0.0366,0.0313,0.0603,0.23,124.623,1v2zyAJrChw5JnfafSkwkJ
3429,0.666,0.855,-5.051,0.0295,0.179,1.2e-06,0.0987,125.639,31AOj9sFz2gM0O3hMARRBx
3430,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,122.035,5fVZC9GiM4e8vu99W0Xf6J
3431,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,130.433,70wYA8oYHoMzhRRkARoMhU
3432,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,146.078,3bidbhpOYeV4knp8AIu8Xn
3433,0.609,0.378,-9.828,0.438,0.835,0.0,0.28,100.418,50kpGaPAhYJ3sGmk6vplg0
3434,0.654,0.76,-3.669,0.045,0.0797,0.0,0.299,99.945,09CtPGIpYB4BrO8qb1RGsF
3435,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,125.02,4B0JvthVoAAuygILe3n4Bs
3436,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,169.021,4dASQiO1Eoo3RJvt74FtXB
3437,0.681,0.774,-3.167,0.0787,0.0992,0.0,0.35,102.924,4xhyvLnqhupa5rXLGvl815
3438,0.613,0.822,-3.995,0.0398,0.183,0.0,0.478,116.981,51MsIjtqDtQa36mYh1VaqZ
3439,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.113,74.989,2Z8WuEywRWYTKe1NybPQEW
3440,0.672,0.578,-6.621,0.0569,0.469,0.0,0.312,113.945,1SN1vSPsr4V4tIUTR3s8YW
3441,0.436,0.85,-4.86,0.0617,0.000861,0.74,0.128,152.644,5LlsD7LdSMkGV4Iu0a2Zq0
3442,0.663,0.705,-4.972,0.0385,0.0654,0.0,0.117,122.014,1QzFhzIOW7CyRJLpmq5CM0
3443,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,146.024,5XRHGXut00SrJUFmcn2lQF
3444,0.715,0.931,-3.793,0.0565,0.171,0.0,0.0757,120.025,3cOO5IQtOYs7huq4Z6lYfr
3445,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,100.034,5masKPHeAOVNgxdLebIcK7
3446,0.546,0.311,-10.396,0.0288,0.818,1.65e-05,0.107,147.464,40EB7ABUO6MoWMUwPKptJ7
3447,0.715,0.715,-7.364,0.0904,0.0526,0.0,0.0936,134.923,72FNf7DAlWLmuHiLTBcNHY
3448,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.161,119.986,1vvNmPOiUuyCbgWmtc6yfm
3449,0.813,0.686,-7.593,0.0352,0.034,0.00636,0.293,121.981,1G8yVHxDLlEjDAt02Dfbmi
3450,0.542,0.795,-3.131,0.0379,0.0664,2.89e-06,0.313,128.959,05dL7chWJaVjMJnGO1YCKk
3451,0.686,0.582,-6.088,0.0371,0.489,8.09e-06,0.082,121.97,59A6lBd9QmcD8rQTZPj1xD
3452,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,92.718,2374M0fQpWi3dLnB54qaLX
3453,0.617,0.717,-7.858,0.153,0.00564,0.0,0.408,103.992,0j2T0R9dR9qdJYsB7ciXhf
3454,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,101.969,0vbtURX4qv1l7besfwmnD8
3455,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,85.064,6L89mwZXSOwYl76YXfX13s
3456,0.71,0.728,-6.74,0.0243,0.0215,2.75e-06,0.506,105.006,1SZ5EEmCQ03fRAHnFNYW8N
3457,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,127.949,6YUTL4dYpB9xZO5qExPf05
3458,0.54,0.902,-3.577,0.0442,0.0142,0.0,0.0756,75.033,19YmvsVCetCBeVj6O2mljR
3459,0.789,0.858,-5.542,0.311,0.127,0.0,0.349,140.022,1auxYwYrFRqZP7t3s7w4um
3460,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,159.779,64yrDBpcdwEdNY9loyEGbX
3461,0.486,0.685,-3.659,0.0303,0.00312,2.1e-05,0.0429,167.066,2r71v6czjEkmTdgdytm6nh
3462,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,167.086,0MsrWnxQZxPAcov7c74sSo
3463,0.298,0.963,-3.105,0.0473,0.0108,0.0,0.178,114.944,0RT1qESYHlNcUJI0Yo5Hzl
3464,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,127.961,6YwLgicpvVuMt1eE2OldwQ
3465,0.621,0.551,-7.89,0.0474,0.486,0.0,0.115,105.052,3FZEv9JddkjHNFiMVxJYpS
3466,0.419,0.971,-3.622,0.0909,4.63e-05,1.43e-05,0.171,180.033,3oqYMRKQcwyNmFn1VD2ukD
3467,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,74.897,5rEvuW4YhwobKwGL1HPrXA
3468,0.734,0.735,-6.201,0.065,0.000813,3.25e-05,0.559,96.806,0eO8MW9YSTK3CjdaTYKlhF
3469,0.599,0.78,-5.033,0.0527,0.156,0.0,0.189,122.077,5vuwXvQTpavYCgcPFnCMS4
3470,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,128.945,3dYD57lRAUcMHufyqn9GcI
3471,0.605,0.629,-5.051,0.0278,0.434,0.0,0.097,99.893,4AFwnrH5atiJoAd5xS5QtR
3472,0.63,0.694,-4.501,0.0242,0.144,0.0,0.0835,94.034,1fyysXwSGNtMeqMBLwW3SI
3473,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,125.173,5D2mYZuzcgjpchVY1pmTPh
3474,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,90.051,7iL6o9tox1zgHpKUfh9vuC
3475,0.392,0.751,-5.928,0.0903,0.0481,0.0,0.372,73.893,5fy6FwMleaPP70Zko0Kh9u
3476,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,148.075,5iNRPN7oYQvdB9AmeSW6d3
3477,0.703,0.783,-5.926,0.0629,0.0486,0.000208,0.149,127.957,2vWWV8jfEZDPJXB6x7VJra
3478,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,189.507,18AXbzPzBS8Y3AkgSxzJPb
3479,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,153.398,5A1FmxbYVRZKy4nc16MAue
3480,0.562,0.906,-2.085,0.0758,0.105,0.0,0.145,124.146,2MHCiOohBZEQuLgDTPvSzF
3481,0.442,0.523,-8.002,0.0324,0.0478,3.35e-06,0.16,69.607,3GKrqEZ0fZpVnD1A0BeAK9
3482,0.574,0.694,-4.697,0.0327,0.00481,0.0,0.102,109.85,244AvzGQ4Ksa5637JQu5Gy
3483,0.681,0.709,-6.488,0.041,0.0749,0.0,0.266,127.44,7Fw5i56my24ZBnGS7hFX2n
3484,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,100.99,4iG2gAwKXsOcijVaVXzRPW
3485,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,122.961,1jJci4qxiYcOHhQR247rEU
3486,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,119.992,5kqIPrATaCc2LqxVWzQGbk
3487,0.746,0.79,-4.7,0.0257,0.0485,0.0261,0.0534,107.231,46RVKt5Edm1zl0rXhPJZxz
3488,0.711,0.882,-4.276,0.0576,0.0626,0.0,0.226,106.017,2fUZ3aMp8amSaV0mp8s6rQ
3489,0.67,0.838,-4.031,0.0362,0.0605,0.000611,0.159,105.0,33cYcQm6naYAywTtdnrdxP
3490,0.827,0.56,-6.685,0.0327,0.55,3.66e-05,0.15,122.056,7gm2omqXDTaT4sS17hSu8T
3491,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,124.97,0FDzzruyVECATHXKHFs9eJ
3492,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,93.457,23khhseCLQqVMCIT1WMAns
3493,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,130.97,0BCPKOYdS2jbQ8iyB56Zns
3494,0.279,0.773,-6.718,0.0554,0.0194,0.0,0.0762,95.971,1XUiFMK48Yy4fgds8l9aLH
3495,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,144.833,5YEOzOojehCqxGQCcQiyR4
3496,0.602,0.755,-5.791,0.0397,0.000995,0.0799,0.412,135.042,60W7Co2AoP5VVG5Gwu6p5P
3497,0.772,0.582,-5.14,0.0615,0.222,8.78e-05,0.108,117.856,64I0PKLFEKlcvc7fEVUGq0
3498,0.569,0.785,-4.057,0.0457,0.0505,1.12e-06,0.086,128.031,4eDYMhIin1pSLIG96f1aD0
3499,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,125.014,4lhqb6JvbHId48OUJGwymk
3500,0.575,0.821,-5.7,0.0527,0.181,0.0,0.124,118.021,2N0volXQpwsvjDorTTxBAU
3501,0.433,0.458,-8.666,0.0328,0.305,0.0,0.0863,115.213,0if8wueNrAVLfwSH7l1ANJ
3502,0.829,0.51,-9.334,0.0369,0.00821,0.00143,0.0829,119.994,1HFfMOxCAT4GAwaPfCdmUs
3503,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,78.998,34gCuhDGsG4bRPIf9bb02f
3504,0.682,0.836,-3.777,0.0424,0.0464,3.13e-06,0.0797,104.984,2FiceoWDJ67rrmb5tGBpgE
3505,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,127.812,2ixsaeFioXJmMgkkbd4uj1
3506,0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,103.882,2vzMWO0T008m86yDnXwkII
3507,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,123.002,3Zi0l54Z62jWmaiWUQgo9w
3508,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,184.086,5rgy6ghBq1eRApCkeUdJXf
3509,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,107.938,67WTwafOMgegV6ABnBQxcE
3510,0.502,0.904,-4.01,0.0774,0.0886,0.0,0.0839,84.461,6lUk96KJPMHWdhEy6rmwxt
3511,0.277,0.663,-8.821,0.0377,0.000409,0.00051,0.136,104.561,20I8RduZC2PWMWTDCZuuAN
3512,0.587,0.918,-4.878,0.0581,0.0636,0.0,0.267,134.055,6qOxF7JKKNegcuocn14ukr
3513,0.484,0.905,-3.506,0.0481,0.146,1.13e-06,0.24,125.414,60QLLec3yKDwloXCyummPy
3514,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,128.038,0kzw2tRyuL9rzipi5ntlIy
3515,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,125.983,0ct6r3EGTcMLPtrXHDvVjc
3516,0.537,0.757,-3.374,0.0274,0.473,0.0,0.341,103.882,2vzMWO0T008m86yDnXwkII
3517,0.489,0.615,-7.185,0.0286,0.113,4.41e-06,0.156,138.008,7fcgisGFCr4mfbfNSztr84
3518,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,100.008,5gb9UJkh8TfrNMRYOJNbew
3519,0.33,0.548,-7.922,0.0426,0.214,1.21e-05,0.12,78.594,2JATE4qxTuVgKEKe12sqLp
3520,0.519,0.754,-5.689,0.0402,0.258,3.75e-06,0.139,125.975,3ScJy88F8KqGDfWu8XJhHx
3521,0.537,0.848,-2.431,0.0313,0.0365,0.0,0.423,128.023,1EaM7ck49DgJncXP471cgs
3522,0.486,0.769,-5.14,0.0341,0.0119,0.00832,0.197,131.286,5PRRthP9SLfbXB359MfIWv
3523,0.59,0.51,-9.456,0.0384,0.0487,8.79e-05,0.0819,141.939,7Ktt7hGxke6dEGNMDn5if2
3524,0.519,0.494,-8.03,0.0275,0.0287,3.34e-05,0.0892,138.524,3QjpO5xOB9ErJ95AxT0h0r
3525,0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,113.003,7fBv7CLKzipRk6EC6TWHOB
3526,0.886,0.525,-7.39,0.131,0.236,0.0,0.057,145.99,4a87wpeqAcOv03pYihEzku
3527,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,89.938,5qaEfEh1AtSdrdrByCP7qR
3528,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,136.245,62yJjFtgkhUrXktIoSjgP2
3529,0.631,0.924,-5.589,0.146,0.0841,3.59e-06,0.084,100.045,213x4gsFDm04hSqIUkg88w
3530,0.227,0.759,-4.136,0.0908,0.0146,0.0,0.0986,169.444,1oQjPp1I7cwVE24JivbhzT
3531,0.552,0.76,-6.861,0.0367,0.00713,0.0113,0.313,104.957,6zlVLl00iaqm7hHwII3a9i
3532,0.553,0.663,-8.223,0.0411,0.369,0.000711,0.27,107.891,5SpRi1rjzA5Tz1ihk7Jyxo
3533,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,116.761,4CeeEOM32jQcH3eN9Q2dGj
3534,0.445,0.765,-5.8,0.0436,0.0831,0.0,0.0582,178.099,7GsmhL91uJUdSMhho8L0gq
3535,0.258,0.795,-5.565,0.0566,0.199,0.0,0.302,165.079,2Azl23cCcZuOOJ2PKYmYyT
3536,0.69,0.84,-6.104,0.0307,0.0107,0.0,0.0785,115.0,0x7oCog91UWqiYJQEee3uK
3537,0.555,0.934,-5.04,0.113,0.00268,0.0,0.122,144.874,07m8PuXxxv5J4qPEDq6ZkK
3538,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,90.052,5cKhVlFn0Kuq68V56lSLvW
3539,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,85.03,5FVd6KXrgO9B3JPmC8OPst
3540,0.151,0.935,-2.461,0.0626,0.000235,0.000561,0.308,202.341,4FDEDR99kqoGZOV88Wpnpg
3541,0.299,0.861,-3.418,0.0442,0.000154,0.000985,0.114,80.208,4yWTh6qETpN1Vlfg5LBHEV
3542,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,102.961,2ihCaVdNZmnHZWt0fvAM7B
3543,0.52,0.655,-6.519,0.0394,0.105,0.00384,0.124,126.593,310d8Vawp5kYDYrGrrTAzl
3544,0.564,0.923,-3.843,0.0325,0.00147,0.0,0.277,141.991,3dEFa9KjOLEZl980ctEEv1
3545,0.592,0.637,-8.48,0.0992,0.562,0.0,0.13,159.701,5ubHAQtKuFfiG4FXfLP804
3546,0.252,0.902,-2.479,0.0392,0.0421,0.0148,0.309,91.474,5OWsea313ovaQoXvsgWq79
3547,0.286,0.822,-3.366,0.0381,2.31e-05,1.31e-05,0.353,90.96,6TlQ5fbojNRuG0hPQMbxeW
3548,0.654,0.75,-7.509,0.105,0.244,0.0178,0.167,92.773,7r6PigmGzlB3YPB7wvBBbi
3549,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,104.019,3cfOd4CMv2snFaKAnMdnvK
3550,0.736,0.586,-7.035,0.0334,0.122,1.66e-05,0.134,124.942,0hpJTFzFNoEvcaPKxb51Js
3551,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,86.989,15JINEqzVMv3SvJTAXAKED
3552,0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,107.991,1pjvlYOMIg1NhGQbM6iwrY
3553,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,102.0,4llK75pXNWZz6KAho2Gp16
3554,0.552,0.71,-6.925,0.0425,0.00164,5.07e-06,0.116,118.276,0OpSYP9Oly3SqmeIgiRnzT
3555,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,105.013,6GyFP1nfCDB8lbD2bG0Hq9
3556,0.673,0.902,-2.392,0.0346,0.0591,0.000262,0.0558,100.012,5Hroj5K7vLpIG4FNCRIjbP
3557,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,84.878,2dLLR6qlu5UJ5gk0dKz0h3
3558,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,126.03,5TbzAWWc5eJaANpA9kfGCd
3559,0.352,0.972,-3.39,0.13,0.000379,0.0195,0.168,125.102,1jUT2mNIfOYH1m5KLV2UbY
3560,0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,114.016,34xGLuxM0rkxhCVyMSqwJO
3561,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,84.581,3d9DChrdc6BOeFsbrZ3Is0
3562,0.656,0.884,-4.748,0.0372,0.0162,0.0,0.144,105.009,7MXlTgQeo3IVlMpLnZuhxc
3563,0.557,0.8,-8.477,0.0601,0.00132,0.0012,0.0906,135.47,1sTsuZTdANkiFd7T34H3nb
3564,0.865,0.521,-6.932,0.0371,0.548,0.000115,0.0989,129.059,1qDrWA6lyx8cLECdZE7TV7
3565,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,126.062,2dOTkLZFbpNXrhc24CnTFd
3566,0.259,0.927,-2.277,0.092,0.165,0.013,0.287,110.156,1xxPQaR29dAf3yxaafByeD
3567,0.763,0.608,-8.1,0.035,0.262,2.5e-05,0.12,121.02,6zdArlh7xbeWvrLtTkKRFV
3568,0.57,0.657,-6.987,0.0356,0.405,1.86e-06,0.0723,144.247,14qPtxNN9MBdqKpP6l5q6G
3569,0.56,0.857,-4.145,0.0384,0.0594,0.0,0.381,119.975,3p6u2A85mjpENdBs4cnWR4
3570,0.663,0.777,-5.496,0.0375,0.0157,0.00829,0.0755,143.003,04D2wKcN9ju5IY06nwV24m
3571,0.579,0.736,-3.863,0.0527,0.31,0.0,0.198,127.999,2Zr5zgU9qEoOPvJbU0GScq
3572,0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.089,125.01,7BNDyzwDboNRR2wmd7GSew
3573,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,126.008,6Awg3vdlBZnLnVWBcyG0vW
3574,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.117,123.976,5s7xgzXtmY4gMjeSlgisjy
3575,0.708,0.945,-3.247,0.234,0.00104,0.0803,0.227,127.96,2WlEuHXJjUJeMGUdK3f6Ny
3576,0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.0632,129.885,5GjnIpUlLGEIYk052ISOw9
3577,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,148.033,003vvx7Niy0yvhvHt4a68B
3578,0.461,0.834,-4.868,0.0989,0.0232,1.14e-05,0.14,135.007,6PCUP3dWmTjcTtXY02oFdT
3579,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,95.977,7qiZfU4dY1lWllzX7mPBI3
3580,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.11,179.642,698ItKASDavgwZ3WjaWjtz
3581,0.549,0.754,-4.011,0.0407,0.000675,6.24e-06,0.0912,139.052,4JHg4nNYUJQ5HULcCmI18R
3582,0.465,0.951,-2.114,0.0343,0.000571,7.06e-06,0.061,93.966,5C7nNkKBjaZRzqt408fxpr
3583,0.604,0.822,-5.498,0.111,0.00433,0.0,0.157,130.944,7yWCstlfqJwCYZFdycrFQe
3584,0.534,0.392,-7.636,0.0267,0.649,0.000227,0.0948,90.379,28cnXtME493VX9NOw9cIUh
3585,0.482,0.59,-6.399,0.0485,0.202,2.48e-05,0.0592,89.354,5J8JQbFMEMT5qae9wkdUTE
3586,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,138.178,7LVHVU3tWfcxj5aiPFEW4Q
3587,0.474,0.622,-6.381,0.061,0.0129,3.82e-06,0.327,176.062,1tfVpMI8G6EakZU4rEja4w
3588,0.703,0.444,-9.331,0.0417,0.559,0.0,0.0973,150.96,1EzrEOXmMH3G43AXT1y7pA
3589,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,98.007,2YWjW3wwQIBLNhxWKBQd16
3590,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.0952,113.927,1I8tHoNBFTuoJAlh4hfVVE
3591,0.648,0.736,-7.948,0.0385,0.0444,0.000137,0.171,103.027,2FiSTH0GYpIioUgjfzMIja
3592,0.55,0.689,-7.76,0.094,0.0498,0.0,0.207,99.904,2Vhd5uZB4brKHmM0MNxkZo
3593,0.68,0.772,-5.995,0.0416,0.535,0.0153,0.147,105.005,7vqUr6K2Js9Paq4kdNSOm6
3594,0.689,0.68,-7.196,0.0427,0.321,0.0211,0.0431,100.987,7s1upm7yr7ZjrzXMwHawtG
3595,0.679,0.576,-6.609,0.0402,0.261,0.000113,0.366,154.09,2fZW7ByWe46rGih0FtP2XK
3596,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,169.977,3CRDbSIZ4r5MsZ0YwxuEkn
3597,0.423,0.797,-4.659,0.124,0.177,0.0,0.137,82.617,1lguQJjlNrIOoOylYVZN3M
3598,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,117.971,3c8iiZGfEammKJuWTErE5x
3599,0.328,0.936,-3.254,0.0628,0.0665,2.61e-06,0.165,162.97,12dU3vAh6AFoJkisorfoUl
3600,0.484,0.905,-3.506,0.0481,0.146,1.13e-06,0.24,125.414,60QLLec3yKDwloXCyummPy
3601,0.286,0.822,-3.366,0.0381,2.31e-05,1.31e-05,0.353,90.96,6TlQ5fbojNRuG0hPQMbxeW
3602,0.85,0.837,-6.37,0.291,0.00956,0.0,0.0772,98.694,0DFRrABd2ppHhS3QaZuCJ1
3603,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,102.848,6KIKRz9eSTXdNsGUnomdtW
3604,0.502,0.972,-3.96,0.0793,6.78e-05,0.000702,0.0627,138.019,3twNvmDtFQtAd5gMKedhLD
3605,0.536,0.923,-3.494,0.125,0.0122,0.0,0.142,160.03,1bhjMY5O0ZjB41OHcdRH0a
3606,0.746,0.846,-2.432,0.048,0.0485,0.0,0.195,114.955,1H3OGagCLSPueat8Hfg6ua
3607,0.673,0.637,-4.518,0.0429,0.137,0.0,0.184,123.98,3BuLtAmXKy5uQYl4ED1zBT
3608,0.607,0.878,-4.422,0.0665,0.000246,0.0,0.337,119.955,4UuHWIkAWnN176A2rx7YFB
3609,0.632,0.877,-6.905,0.0606,0.154,0.0,0.328,138.391,3mqRLlD9j92BBv1ueFhJ1l
3610,0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,129.802,1FTSo4v6BOZH9QxKc3MbVM
3611,0.725,0.803,-4.083,0.0337,0.013,3.66e-05,0.0891,117.391,1ndGB6rvxKYN9seCYO1dTF
3612,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,88.969,1G391cbiT3v3Cywg8T7DM1
3613,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,148.726,2m1hi0nfMR9vdGC8UcrnwU
3614,0.664,0.781,-6.547,0.0339,0.00103,5.33e-06,0.0867,110.0,1oTo3ijRbaDAtrjJrGAPSw
3615,0.607,0.649,-6.695,0.0362,0.0306,2.46e-05,0.174,102.996,1dNIEtp7AY3oDAKCGg2XkH
3616,0.59,0.671,-6.098,0.0706,0.0484,0.0,0.0604,149.982,104buTcnP2AsxqB7U1FIZ4
3617,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,110.018,2nLtzopw4rPReszdYBJU6h
3618,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,107.045,5sNESr6pQfIhL3krM8CtZn
3619,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,120.119,18lR4BzEs7e3qzc0KVkTpU
3620,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,99.968,3eR23VReFzcdmS7TYCrhCe
3621,0.407,0.663,-7.591,0.0305,0.255,0.000166,0.0913,75.989,2mxPSHEwjJWOQS7lGw6btF
3622,0.521,0.727,-6.193,0.0388,0.0876,0.0,0.237,88.983,5bWLIVKl5UrbQ2xEGfAXOK
3623,0.442,0.52,-8.648,0.0261,0.184,0.0,0.154,77.437,15kLz0zNFdtsaJdXKSGmTU
3624,0.355,0.918,-4.36,0.0746,0.00119,0.0,0.0971,148.114,3n3Ppam7vgaVa1iaRUc9Lp
3625,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,96.184,10Nmj3JCNoMeBQ87uw5j8k
3626,0.628,0.867,-3.555,0.0913,0.0108,0.0,0.308,78.043,2dgFqylK6gyILa4HY65u0y
3627,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,122.769,3JvKfv6T31zO0ini8iNItO
3628,0.534,0.393,-7.813,0.0292,0.00479,0.0107,0.107,110.007,0OYcEfskah1egYHjYRvbg1
3629,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,99.943,0afhq8XCExXpqazXczTSve
3630,0.522,0.385,-7.355,0.0288,0.536,0.0,0.135,89.792,2RttW7RAu5nOAfq6YFvApB
3631,0.838,0.492,-5.69,0.038,0.251,0.0,0.262,115.092,2pJZ1v8HezrAoZ0Fhzby92
3632,0.459,0.883,-4.1,0.0476,0.000491,0.0267,0.118,147.943,1rcu88dzWE5GyqtpuWvd0C
3633,0.546,0.882,-4.019,0.0394,0.000784,0.0,0.186,139.966,6TclVCUxDQm9s3Bey6Ao8H
3634,0.54,0.429,-11.822,0.0285,0.000202,0.355,0.141,110.171,6ADSaE87h8Y3lccZlBJdXH
3635,0.602,0.707,-4.097,0.302,0.393,0.0,0.165,75.087,58zsLZPvfflaiIbNWoA22O
3636,0.575,0.813,-4.34,0.0318,0.000542,0.0032,0.131,118.161,3Kh58CfPsfIl8XkCEKWbNf
3637,0.395,0.979,-3.241,0.0766,0.0243,0.0,0.12,158.842,75D3n6wnFQmu1HVmLAlWM4
3638,0.733,0.882,-4.199,0.0389,0.051,9.92e-06,0.131,123.071,3huV7eiNpaQlCB3LbZi9bB
3639,0.606,0.532,-4.173,0.0248,0.0956,1.27e-05,0.276,95.315,13bEwk7dTy0RdOAY3ZNNBD
3640,0.526,0.785,-6.334,0.0305,0.000722,0.00174,0.1,130.961,5HPj0yTUFEFNia8SWgjq46
3641,0.371,0.64,-6.02,0.0301,0.000464,4.43e-05,0.168,74.537,6kesIBNAY17BoAz28pnWMC
3642,0.447,0.922,-3.278,0.0474,0.000307,0.354,0.0973,119.024,3v4My1UDxIBWVtJiajPTsJ
3643,0.413,0.784,-6.529,0.0431,0.000908,0.0,0.127,134.985,5TZcyH9biCPfH8WDiPk8WA
3644,0.331,0.558,-5.506,0.031,0.0689,1.96e-06,0.124,150.19,0SlpFHdk4UHBDzCEoXzy14
3645,0.546,0.946,-2.287,0.0494,0.000104,5.92e-05,0.0697,121.999,5b3tNx2EVtk46PEub55iLq
3646,0.291,0.79,-5.683,0.0363,0.00133,5.61e-06,0.0811,155.667,6vrUTGn5p8IrfTZ0J6sIVM
