,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
425,0.646,0.6,0,-5.418,1,0.0821,0.0387,1.49e-06,0.119,0.514,160.106,audio_features,4FgOFhLOz8kJwWuHE58HVw,spotify:track:4FgOFhLOz8kJwWuHE58HVw,https://api.spotify.com/v1/tracks/4FgOFhLOz8kJwWuHE58HVw,https://api.spotify.com/v1/audio-analysis/4FgOFhLOz8kJwWuHE58HVw,196303,4
426,0.828,0.521,10,-5.583,1,0.137,0.858,0.0,0.13,0.369,106.009,audio_features,4hTErxf8ZqFNGH0hZqEoAI,spotify:track:4hTErxf8ZqFNGH0hZqEoAI,https://api.spotify.com/v1/tracks/4hTErxf8ZqFNGH0hZqEoAI,https://api.spotify.com/v1/audio-analysis/4hTErxf8ZqFNGH0hZqEoAI,200475,4
427,0.674,0.814,2,-5.861,1,0.0692,0.0236,0.0,0.401,0.182,138.017,audio_features,1G54pa1a2jZQmOpTHh4nht,spotify:track:1G54pa1a2jZQmOpTHh4nht,https://api.spotify.com/v1/tracks/1G54pa1a2jZQmOpTHh4nht,https://api.spotify.com/v1/audio-analysis/1G54pa1a2jZQmOpTHh4nht,182995,4
428,0.791,0.839,0,-2.887,1,0.0424,0.0849,0.0,0.193,0.349,116.991,audio_features,2Y8hY4rRRQQjdaZkkwzpd9,spotify:track:2Y8hY4rRRQQjdaZkkwzpd9,https://api.spotify.com/v1/tracks/2Y8hY4rRRQQjdaZkkwzpd9,https://api.spotify.com/v1/audio-analysis/2Y8hY4rRRQQjdaZkkwzpd9,184699,4
429,0.859,0.799,1,-3.592,1,0.0468,0.0687,0.0,0.0858,0.29,99.965,audio_features,0fFWxRZGKR7HDW2xBMOZgW,spotify:track:0fFWxRZGKR7HDW2xBMOZgW,https://api.spotify.com/v1/tracks/0fFWxRZGKR7HDW2xBMOZgW,https://api.spotify.com/v1/audio-analysis/0fFWxRZGKR7HDW2xBMOZgW,165998,4
430,0.706,0.558,7,-5.253,1,0.0525,0.0792,0.0,0.162,0.212,112.975,audio_features,691df0fYjhhszUgQH3FGvP,spotify:track:691df0fYjhhszUgQH3FGvP,https://api.spotify.com/v1/tracks/691df0fYjhhszUgQH3FGvP,https://api.spotify.com/v1/audio-analysis/691df0fYjhhszUgQH3FGvP,169405,4
431,0.689,0.38,10,-8.491,1,0.0324,0.72,1.62e-06,0.153,0.236,97.988,audio_features,5mtyJSQ7DgXBnvlSEIS4e8,spotify:track:5mtyJSQ7DgXBnvlSEIS4e8,https://api.spotify.com/v1/tracks/5mtyJSQ7DgXBnvlSEIS4e8,https://api.spotify.com/v1/audio-analysis/5mtyJSQ7DgXBnvlSEIS4e8,203919,4
432,0.754,0.32,7,-8.985,0,0.0684,0.255,0.000207,0.11,0.664,104.225,audio_features,2Fq1WjRulkMGB4O1920yCI,spotify:track:2Fq1WjRulkMGB4O1920yCI,https://api.spotify.com/v1/tracks/2Fq1WjRulkMGB4O1920yCI,https://api.spotify.com/v1/audio-analysis/2Fq1WjRulkMGB4O1920yCI,233249,4
433,0.823,0.714,7,-6.294,1,0.0464,0.149,0.0646,0.107,0.346,116.964,audio_features,5tzYU17P7UuVi5ya0mNqja,spotify:track:5tzYU17P7UuVi5ya0mNqja,https://api.spotify.com/v1/tracks/5tzYU17P7UuVi5ya0mNqja,https://api.spotify.com/v1/audio-analysis/5tzYU17P7UuVi5ya0mNqja,175585,4
434,0.695,0.504,0,-6.669,0,0.0562,0.36,4.44e-06,0.0961,0.502,146.963,audio_features,77Lpioi8uKcmiwdU8ClD6t,spotify:track:77Lpioi8uKcmiwdU8ClD6t,https://api.spotify.com/v1/tracks/77Lpioi8uKcmiwdU8ClD6t,https://api.spotify.com/v1/audio-analysis/77Lpioi8uKcmiwdU8ClD6t,222654,4
435,0.805,0.868,4,-3.857,0,0.244,0.0579,0.0,0.341,0.635,149.936,audio_features,1Gkuz8ggxpZmfm7HSAc2qI,spotify:track:1Gkuz8ggxpZmfm7HSAc2qI,https://api.spotify.com/v1/tracks/1Gkuz8ggxpZmfm7HSAc2qI,https://api.spotify.com/v1/audio-analysis/1Gkuz8ggxpZmfm7HSAc2qI,145050,4
436,0.659,0.709,7,-6.629,0,0.0369,0.284,0.00357,0.159,0.281,162.931,audio_features,5V661n1cACWE2O9gKlm5JW,spotify:track:5V661n1cACWE2O9gKlm5JW,https://api.spotify.com/v1/tracks/5V661n1cACWE2O9gKlm5JW,https://api.spotify.com/v1/audio-analysis/5V661n1cACWE2O9gKlm5JW,206160,4
437,0.776,0.718,0,-5.796,1,0.0537,0.106,3.13e-06,0.134,0.794,83.99,audio_features,46E8CCaMPQlV6M292siaEW,spotify:track:46E8CCaMPQlV6M292siaEW,https://api.spotify.com/v1/tracks/46E8CCaMPQlV6M292siaEW,https://api.spotify.com/v1/audio-analysis/46E8CCaMPQlV6M292siaEW,178090,4
438,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/tracks/3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/audio-analysis/3QHPHLAkYV5cQBUYs6rowx,207627,4
439,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,audio_features,27L8sESb3KR79asDUBu8nW,spotify:track:27L8sESb3KR79asDUBu8nW,https://api.spotify.com/v1/tracks/27L8sESb3KR79asDUBu8nW,https://api.spotify.com/v1/audio-analysis/27L8sESb3KR79asDUBu8nW,197987,4
440,0.243,0.935,5,-3.45,0,0.0983,0.000191,7.1e-05,0.0964,0.236,160.01,audio_features,0e7Nhkz1m36BjJxlwVUjJh,spotify:track:0e7Nhkz1m36BjJxlwVUjJh,https://api.spotify.com/v1/tracks/0e7Nhkz1m36BjJxlwVUjJh,https://api.spotify.com/v1/audio-analysis/0e7Nhkz1m36BjJxlwVUjJh,285227,4
441,0.254,0.945,7,-3.589,0,0.0812,4.59e-05,0.000266,0.175,0.245,170.065,audio_features,5x3B50YefOgsEDBR935dJQ,spotify:track:5x3B50YefOgsEDBR935dJQ,https://api.spotify.com/v1/tracks/5x3B50YefOgsEDBR935dJQ,https://api.spotify.com/v1/audio-analysis/5x3B50YefOgsEDBR935dJQ,270933,3
442,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,audio_features,0l3GEbH3CviUytD6iX4wzg,spotify:track:0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/audio-analysis/0l3GEbH3CviUytD6iX4wzg,250747,4
443,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,audio_features,1kMuU3TNQvHbqvXCWBodmP,spotify:track:1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/tracks/1kMuU3TNQvHbqvXCWBodmP,https://api.spotify.com/v1/audio-analysis/1kMuU3TNQvHbqvXCWBodmP,271947,4
444,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,audio_features,4XHQyvbrBsQaaBUW1VvmsL,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/audio-analysis/4XHQyvbrBsQaaBUW1VvmsL,298773,4
445,0.701,0.46,0,-7.069,1,0.0655,0.68,0.000156,0.103,0.313,121.976,audio_features,1u12SQ8KNyLns7dMDEMc4F,spotify:track:1u12SQ8KNyLns7dMDEMc4F,https://api.spotify.com/v1/tracks/1u12SQ8KNyLns7dMDEMc4F,https://api.spotify.com/v1/audio-analysis/1u12SQ8KNyLns7dMDEMc4F,301880,4
446,0.532,0.75,6,-4.919,1,0.0474,0.676,0.0278,0.1,0.257,135.941,audio_features,7vMPYj6Pt5Sjh1iHMzxkvG,spotify:track:7vMPYj6Pt5Sjh1iHMzxkvG,https://api.spotify.com/v1/tracks/7vMPYj6Pt5Sjh1iHMzxkvG,https://api.spotify.com/v1/audio-analysis/7vMPYj6Pt5Sjh1iHMzxkvG,148000,4
447,0.789,0.584,1,-8.583,1,0.292,0.00595,0.0,0.332,0.485,83.014,audio_features,5yHevmbP3PEex0kxP2cBc5,spotify:track:5yHevmbP3PEex0kxP2cBc5,https://api.spotify.com/v1/tracks/5yHevmbP3PEex0kxP2cBc5,https://api.spotify.com/v1/audio-analysis/5yHevmbP3PEex0kxP2cBc5,279092,4
448,0.635,0.685,11,-5.253,0,0.304,0.00354,0.0,0.141,0.428,154.949,audio_features,17vZPuNejGd309NvzPMqBs,spotify:track:17vZPuNejGd309NvzPMqBs,https://api.spotify.com/v1/tracks/17vZPuNejGd309NvzPMqBs,https://api.spotify.com/v1/audio-analysis/17vZPuNejGd309NvzPMqBs,253518,4
