,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,cluster
1588,0.703,0.709,-4.169,0.0433,0.00379,5.43e-05,0.333,117.941,12
1589,0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,109.414,15
1590,0.679,0.61,-10.936,0.0305,0.585,9.51e-05,0.156,123.978,15
1591,0.596,0.575,-8.325,0.0514,0.0861,0.000153,0.334,98.265,17
1592,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,71.994,0
1593,0.473,0.203,-12.627,0.102,0.941,0.0,0.126,168.884,4
1594,0.638,0.259,-10.706,0.0898,0.753,0.0,0.219,88.485,4
1595,0.443,0.298,-12.181,0.0644,0.388,1e-05,0.103,77.253,4
1596,0.954,0.516,-5.817,0.16,0.03,7.54e-06,0.0504,105.001,11
1597,0.847,0.733,-6.439,0.16,0.00574,1.04e-05,0.151,130.029,11
1598,0.559,0.551,-7.231,0.132,0.141,0.0,0.11,143.008,1
1599,0.804,0.771,-4.067,0.0433,0.357,3.07e-06,0.108,126.956,9
1600,0.814,0.641,-5.957,0.111,0.027,0.0,0.0993,133.854,9
1601,0.811,0.648,-3.684,0.0368,0.236,0.0,0.0761,104.988,9
1602,0.379,0.219,-11.196,0.0307,0.707,0.000691,0.118,79.786,4
1603,0.576,0.714,-5.247,0.0595,0.395,0.0,0.115,144.981,1
1604,0.403,0.505,-7.75,0.0463,0.592,0.0,0.121,164.902,15
1605,0.647,0.377,-6.003,0.0375,0.594,0.0,0.0768,79.936,15
1606,0.738,0.621,-7.313,0.0486,0.424,7.39e-06,0.692,113.968,5
1607,0.458,0.561,-4.819,0.0269,0.0965,0.0,0.156,149.875,1
1608,0.611,0.706,-5.036,0.0603,0.313,0.0,0.053,157.968,1
1609,0.806,0.653,-6.283,0.0902,0.0282,0.000784,0.107,150.058,1
1610,0.637,0.398,-8.294,0.0564,0.0573,1.03e-06,0.101,108.075,0
1611,0.696,0.396,-10.289,0.0656,0.401,5.2e-06,0.125,120.041,0
1612,0.696,0.559,-9.19,0.0693,0.0618,5.58e-05,0.0887,163.999,1
1613,0.642,0.62,-7.091,0.0666,0.0734,0.0,0.483,90.02,12
1614,0.508,0.43,-9.475,0.0335,0.83,0.000441,0.093,130.09,4
1615,0.827,0.56,-6.685,0.0327,0.55,3.66e-05,0.15,122.056,15
1616,0.629,0.733,-5.445,0.0419,0.0025,0.0,0.357,120.001,12
1617,0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,81.552,17
1618,0.302,0.414,-8.16,0.0319,0.0575,0.0,0.0861,110.508,17
1619,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,85.014,17
1620,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,140.214,4
1621,0.944,0.511,-10.96,0.161,0.042,0.00107,0.0379,113.046,0
1622,0.406,0.408,-9.419,0.053,0.771,7.88e-06,0.394,79.705,4
1623,0.637,0.715,-4.971,0.0455,0.148,0.0,0.0892,141.872,1
1624,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,84.858,9
1625,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,84.039,13
1626,0.668,0.758,-5.176,0.0332,0.483,1.89e-05,0.0837,147.989,15
1627,0.845,0.677,-4.798,0.136,0.269,0.000917,0.108,90.013,9
1628,0.559,0.559,-6.425,0.0358,0.0145,0.0,0.138,72.498,17
1629,0.719,0.36,-12.034,0.398,0.748,2.18e-06,0.0812,80.184,16
1630,0.327,0.588,-6.611,0.0336,0.0834,0.0,0.104,161.074,2
1631,0.553,0.413,-10.035,0.0335,0.684,2.23e-06,0.0589,110.093,4
1632,0.686,0.561,-9.929,0.191,0.185,0.0,0.114,148.775,11
1633,0.793,0.688,-4.008,0.0386,0.00435,0.00477,0.199,124.985,9
1634,0.567,0.765,-4.107,0.108,0.317,0.0,0.14,121.924,3
1635,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,104.97,3
1636,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,110.056,12
1637,0.362,0.54,-6.031,0.0528,0.338,0.0,0.139,78.007,17
1638,0.391,0.335,-10.064,0.0763,0.389,0.0,0.102,174.185,2
1639,0.548,0.732,-5.652,0.336,0.125,0.0,0.269,142.791,8
1640,0.684,0.671,-4.392,0.0464,0.189,2.37e-05,0.122,88.048,9
1641,0.571,0.549,-7.38,0.404,0.18,0.0,0.168,119.497,13
1642,0.645,0.705,-5.008,0.299,0.000813,0.0,0.128,137.133,8
1643,0.53,0.592,-7.281,0.0534,0.381,0.0,0.294,125.721,15
1644,0.34,0.684,-6.306,0.044,0.00979,0.0,0.348,112.969,7
1645,0.628,0.639,-5.46,0.0435,0.00162,0.0,0.354,108.045,12
1646,0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,123.998,3
1647,0.79,0.67,-5.527,0.105,0.377,2.32e-06,0.119,139.956,1
1648,0.77,0.58,-8.393,0.247,0.519,0.000127,0.233,144.072,16
1649,0.444,0.0911,-17.665,0.0307,0.959,1.05e-06,0.098,78.403,4
1650,0.802,0.832,-4.107,0.0434,0.311,0.0,0.0815,124.997,9
1651,0.776,0.817,-6.018,0.0748,0.18,3.44e-05,0.146,149.921,1
1652,0.646,0.783,-2.846,0.0356,0.00444,1.38e-06,0.171,121.08,3
1653,0.497,0.635,-3.927,0.0273,0.00621,0.0,0.117,142.063,1
1654,0.524,0.692,-3.866,0.0369,0.311,0.0,0.192,163.874,1
1655,0.52,0.849,-3.794,0.186,0.00253,0.0,0.119,175.908,14
1656,0.697,0.377,-7.755,0.0397,0.556,0.0,0.0999,138.754,15
1657,0.699,0.805,-5.535,0.0345,0.00161,0.00177,0.249,109.976,12
1658,0.628,0.298,-9.539,0.0713,0.732,0.0,0.116,63.762,4
1659,0.629,0.328,-8.284,0.029,0.768,2.5e-05,0.103,74.953,4
1660,0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,90.035,0
1661,0.742,0.527,-6.892,0.0769,0.327,0.0,0.25,84.974,0
1662,0.74,0.758,-5.851,0.0921,0.061,1.44e-06,0.0967,171.925,1
1663,0.657,0.703,-3.402,0.0753,0.222,0.0,0.256,122.381,12
1664,0.613,0.822,-4.087,0.026,0.0092,0.506,0.429,105.997,6
1665,0.398,0.717,-5.253,0.0398,0.07,0.0,0.085,117.296,17
1666,0.806,0.707,-4.623,0.0307,0.331,0.0,0.294,118.009,12
1667,0.521,0.125,-17.832,0.239,0.751,0.00207,0.265,111.554,4
1668,0.726,0.444,-8.922,0.372,0.283,0.143,0.177,185.044,8
1669,0.735,0.235,-13.239,0.315,0.698,0.00604,0.107,62.446,16
1670,0.939,0.305,-10.952,0.354,0.35,0.000169,0.105,100.029,16
1671,0.855,0.423,-15.044,0.0585,0.724,0.469,0.0896,120.02,10
1672,0.319,0.0561,-23.023,0.045,0.935,0.00384,0.388,79.764,4
1673,0.456,0.285,-10.755,0.0979,0.814,0.143,0.307,104.89,4
1674,0.632,0.284,-14.025,0.0801,0.932,0.000476,0.233,129.642,4
1675,0.879,0.365,-7.781,0.0924,0.227,0.135,0.0583,94.016,0
1676,0.679,0.388,-10.977,0.0932,0.353,9.25e-05,0.341,124.909,0
1677,0.692,0.394,-8.745,0.207,0.472,0.000191,0.117,89.936,15
1678,0.441,0.599,-8.985,0.225,0.333,0.00198,0.103,165.212,2
1679,0.695,0.573,-8.597,0.106,0.46,0.0734,0.482,99.939,5
1680,0.427,0.123,-15.228,0.0497,0.868,3.12e-05,0.0732,129.565,4
1681,0.594,0.749,-6.251,0.0677,0.00188,0.000139,0.0869,130.064,3
1682,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.25,130.033,15
1683,0.456,0.263,-10.63,0.0332,0.806,0.0,0.0749,129.86,4
1684,0.462,0.24,-12.077,0.0377,0.92,0.0,0.113,171.319,4
1685,0.916,0.583,-8.067,0.241,0.186,0.0,0.0798,141.095,11
1686,0.402,0.732,-4.665,0.0484,0.0033,0.0,0.108,161.032,14
1687,0.284,0.704,-7.276,0.186,0.00583,0.000115,0.0424,191.702,14
1688,0.631,0.518,-8.771,0.0303,0.274,0.0,0.088,93.023,0
1689,0.868,0.538,-8.603,0.174,0.269,3.34e-06,0.0901,99.968,0
1690,0.511,0.532,-5.745,0.0578,0.177,0.0,0.291,138.005,1
1691,0.847,0.622,-6.747,0.0903,0.119,0.0,0.285,130.001,12
1692,0.635,0.537,-7.895,0.0832,0.172,0.0,0.418,125.028,12
1693,0.409,0.678,-7.731,0.0878,0.359,4.76e-06,0.167,89.968,17
1694,0.555,0.27,-15.892,0.0888,0.931,0.544,0.103,139.681,10
1695,0.773,0.256,-8.545,0.0481,0.491,0.00612,0.144,118.893,15
1696,0.42,0.837,-5.24,0.061,0.215,2.96e-05,0.0876,75.043,17
1697,0.612,0.799,-4.603,0.0275,0.00898,0.0,0.172,125.976,3
1698,0.569,0.414,-8.901,0.0758,0.633,0.0,0.0916,168.029,15
1699,0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,96.107,17
1700,0.68,0.697,-7.01,0.0484,0.121,0.0,0.661,116.033,5
1701,0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,120.003,9
1702,0.453,0.383,-11.015,0.163,0.728,0.0,0.387,105.029,4
1703,0.602,0.626,-5.323,0.0396,0.0129,9.02e-06,0.144,160.118,1
1704,0.82,0.592,-7.002,0.29,0.0149,4.71e-06,0.121,159.98,11
1705,0.628,0.833,-4.126,0.0282,0.0079,1.48e-05,0.074,128.003,3
1706,0.638,0.51,-6.485,0.305,0.344,0.0,0.212,114.576,13
1707,0.742,0.468,-5.557,0.0625,0.0465,0.0,0.826,86.443,5
1708,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,148.005,4
1709,0.651,0.546,-9.021,0.0357,0.774,0.0437,0.0842,107.021,15
1710,0.745,0.454,-2.986,0.0392,0.0437,3.47e-06,0.0741,139.007,1
1711,0.666,0.542,-6.429,0.0392,0.27,0.0,0.0765,120.134,1
1712,0.328,0.608,-6.368,0.038,0.0117,6.45e-06,0.108,107.384,17
1713,0.518,0.572,-6.706,0.0416,0.0503,2.41e-05,0.129,130.053,1
1714,0.656,0.436,-11.141,0.0744,0.845,0.0,0.221,109.239,4
1715,0.47,0.809,-6.74,0.0495,0.272,0.00671,0.0491,151.836,14
1716,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,125.012,3
1717,0.424,0.615,-6.217,0.0325,0.0158,0.000389,0.0844,77.935,17
1718,0.386,0.426,-6.642,0.0363,0.807,0.0,0.14,180.104,4
1719,0.636,0.869,-5.289,0.0412,0.0378,0.0446,0.0808,143.011,3
1720,0.851,0.849,-3.383,0.0828,0.497,2.05e-06,0.116,120.014,9
1721,0.781,0.683,-4.258,0.0325,0.164,1.53e-06,0.16,100.005,9
1722,0.691,0.64,-6.441,0.369,0.511,0.0,0.409,138.672,8
1723,0.61,0.725,-5.131,0.15,0.367,0.0,0.154,146.163,1
1724,0.439,0.447,-8.318,0.0436,0.111,0.0,0.303,121.48,17
1725,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,168.073,8
1726,0.75,0.733,-3.18,0.0319,0.256,0.0,0.114,111.018,9
1727,0.58,0.586,-6.883,0.0357,0.344,0.0,0.0755,147.988,1
1728,0.689,0.505,-6.389,0.0933,0.158,0.0,0.138,99.017,0
1729,0.628,0.523,-8.307,0.0946,0.701,0.00274,0.219,169.982,15
1730,0.822,0.575,-5.95,0.0934,0.113,0.0,0.106,100.087,9
1731,0.583,0.344,-8.765,0.0559,0.774,0.0,0.143,65.203,4
1732,0.764,0.394,-8.559,0.152,0.231,9.37e-05,0.117,92.009,0
1733,0.662,0.488,-6.894,0.0682,0.782,0.0,0.102,117.913,15
1734,0.572,0.454,-10.286,0.0258,0.477,1.37e-05,0.0974,140.182,15
1735,0.627,0.879,-3.446,0.0955,0.00193,6.87e-06,0.0647,129.979,3
1736,0.92,0.833,-3.18,0.253,0.0277,0.0,0.0596,141.034,11
1737,0.445,0.543,-8.196,0.0272,0.000825,0.0137,0.202,99.963,17
1738,0.853,0.824,-3.287,0.103,0.0322,0.0,0.0859,108.044,9
1739,0.631,0.774,-2.459,0.3,0.468,0.0,0.281,79.745,13
1740,0.49,0.352,-11.577,0.0254,0.709,0.0856,0.114,99.992,4
1741,0.721,0.496,-6.296,0.0645,0.14,0.000101,0.102,81.499,0
1742,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1743,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1744,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1745,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1746,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1747,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1748,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1749,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1750,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1751,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1752,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1753,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1754,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1755,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1756,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1757,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1758,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1759,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1760,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1761,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1762,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1763,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1764,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1765,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1766,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1767,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1768,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1769,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1770,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1771,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1772,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1773,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1774,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1775,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1776,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1777,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1778,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1779,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1780,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1781,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1782,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1783,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1784,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1785,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1786,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1787,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1788,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1789,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1790,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1791,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1792,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1793,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1794,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1795,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1796,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1797,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1798,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1799,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1800,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1801,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1802,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1803,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1804,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1805,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1806,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1807,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1808,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1809,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1810,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1811,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1812,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1813,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1814,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1815,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1816,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1817,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1818,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1819,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1820,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1821,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1822,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1823,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1824,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1825,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1826,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1827,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1828,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1829,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1830,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1831,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1832,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1833,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1834,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1835,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1836,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1837,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1838,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1839,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1840,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1841,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1842,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1843,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1844,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1845,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1846,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1847,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1848,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1849,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1850,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1851,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1852,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1853,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1854,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1855,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1856,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1857,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1858,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1859,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1860,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1861,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1862,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1863,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1864,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1865,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1866,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1867,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1868,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1869,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1870,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1871,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1872,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1873,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1874,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1875,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1876,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1877,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1878,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1879,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1880,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1881,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1882,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1883,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1884,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1885,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1886,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1887,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1888,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1889,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1890,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1891,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1892,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1893,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1894,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1895,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1896,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1897,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1898,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1899,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1900,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1901,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1902,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1903,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1904,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1905,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1906,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1907,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1908,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1909,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1910,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1911,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1912,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1913,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1914,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1915,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1916,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1917,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1918,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1919,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1920,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
1921,0.397,0.499,-10.972,0.0685,0.0766,1.55e-06,0.111,171.067,2
