,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,cluster
5117,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,129.607,1
5118,0.761,0.221,-11.292,0.386,0.256,2.76e-06,0.109,81.329,16
5119,0.645,0.488,-5.863,0.414,0.0364,0.0,0.0932,83.877,13
5120,0.479,0.575,-6.636,0.331,0.397,1.01e-05,0.235,90.99,13
5121,0.873,0.432,-8.932,0.244,0.776,0.0,0.125,101.024,16
5122,0.764,0.362,-13.237,0.317,0.248,3e-06,0.0974,153.954,16
5123,0.82,0.51,-7.14,0.0396,0.0308,0.00134,0.245,139.994,1
5124,0.825,0.543,-5.686,0.311,0.144,0.0,0.137,146.3,11
5125,0.669,0.421,-12.441,0.373,0.577,2.22e-06,0.0998,159.88,16
5126,0.647,0.59,-8.204,0.13,0.0984,0.0,0.326,142.015,1
5127,0.885,0.603,-4.413,0.224,0.559,0.0,0.166,119.919,15
5128,0.68,0.549,-8.277,0.244,0.0919,7.14e-05,0.548,162.874,5
5129,0.65,0.714,-5.318,0.038,0.133,0.000187,0.116,145.059,1
5130,0.747,0.54,-7.303,0.119,0.286,0.0,0.275,134.921,1
5131,0.75,0.809,-9.464,0.0927,0.0414,0.0,0.0794,119.994,9
5132,0.493,0.814,-6.755,0.277,0.499,0.0,0.104,79.769,13
5133,0.648,0.89,-6.715,0.215,0.566,0.0,0.341,180.132,8
5134,0.604,0.932,-5.279,0.345,0.484,0.0,0.715,187.971,5
5135,0.923,0.587,-6.401,0.262,0.15,0.0,0.118,94.978,11
5136,0.733,0.678,-7.771,0.438,0.121,0.0,0.344,175.985,8
5137,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,96.063,13
5138,0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,100.028,16
5139,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,75.023,9
5140,0.729,0.687,-8.06,0.25,0.0108,0.0,0.162,160.085,8
5141,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,128.009,15
5142,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,83.903,13
5143,0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,161.989,8
5144,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,148.033,14
5145,0.768,0.676,-9.428,0.244,0.169,0.0,0.0843,119.98,11
5146,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,127.975,9
5147,0.832,0.439,-9.594,0.0996,0.606,5.45e-06,0.11,145.004,15
5148,0.641,0.607,-9.328,0.0523,0.73,0.0,0.0661,94.987,15
5149,0.764,0.526,-6.381,0.0544,0.678,0.0,0.163,81.004,15
5150,0.744,0.856,-4.115,0.084,0.116,0.0,0.328,145.966,12
5151,0.547,0.335,-9.2,0.0307,0.747,0.0,0.101,115.838,4
5152,0.516,0.809,-6.419,0.0545,0.787,0.000331,0.303,75.099,15
5153,0.684,0.247,-13.71,0.0281,0.872,0.000166,0.113,106.522,4
5154,0.568,0.626,-7.808,0.29,0.0977,0.0,0.531,158.028,5
5155,0.422,0.852,-3.546,0.208,0.0845,0.0,0.0687,82.914,3
5156,0.65,0.749,-7.166,0.413,0.71,0.0,0.124,99.557,16
5157,0.542,0.587,-9.098,0.318,0.641,0.0,0.444,83.658,16
5158,0.553,0.819,-6.348,0.0862,0.00865,0.0,0.422,138.026,7
5159,0.581,0.601,-5.673,0.0487,0.24,0.000143,0.114,80.012,17
5160,0.77,0.517,-8.956,0.157,0.0513,2.38e-06,0.112,128.992,0
5161,0.955,0.382,-9.862,0.224,0.203,0.0,0.19,103.983,11
5162,0.539,0.789,-5.728,0.301,0.527,0.0,0.177,175.798,8
5163,0.429,0.864,-5.975,0.604,0.081,0.0,0.331,100.832,13
5164,0.625,0.546,-7.761,0.113,0.181,0.0,0.161,140.048,1
5165,0.907,0.407,-11.854,0.355,0.226,3.04e-05,0.125,124.028,16
5166,0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,139.059,11
5167,0.684,0.574,-7.487,0.291,0.633,0.0,0.113,80.427,16
5168,0.787,0.74,-6.163,0.0418,0.0847,1.46e-06,0.155,123.969,9
5169,0.679,0.729,-6.426,0.148,0.858,0.0,0.199,156.006,15
5170,0.758,0.729,-7.282,0.0474,0.0696,0.0,0.0716,94.005,9
5171,0.527,0.75,-6.247,0.3,0.0514,0.0,0.17,89.106,13
5172,0.746,0.616,-7.073,0.0721,0.0058,0.0018,0.235,129.951,1
5173,0.837,0.42,-5.158,0.0629,0.177,0.0,0.356,123.157,12
5174,0.835,0.443,-6.852,0.259,0.0764,0.0,0.167,139.93,11
5175,0.801,0.932,-4.888,0.328,0.00564,0.0,0.341,135.033,8
5176,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,116.879,3
5177,0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,104.566,4
5178,0.757,0.64,-7.374,0.218,0.0565,0.0,0.0436,130.055,11
5179,0.647,0.814,-16.493,0.941,0.81,0.0,0.445,140.685,16
5180,0.618,0.71,-6.066,0.331,0.407,0.0,0.183,112.014,13
5181,0.879,0.662,-6.162,0.309,0.033,0.0,0.716,117.975,5
5182,0.743,0.87,-2.188,0.212,0.0595,0.0,0.299,99.079,12
5183,0.902,0.819,-3.321,0.316,0.041,0.0,0.106,89.0,13
5184,0.58,0.577,-5.997,0.2,0.125,0.0,0.086,99.283,17
5185,0.603,0.457,-5.384,0.297,0.526,0.0,0.0905,73.724,13
5186,0.856,0.694,-4.393,0.169,0.371,0.0,0.109,122.08,9
5187,0.785,0.44,-6.566,0.0401,0.0263,2.03e-06,0.122,118.089,0
5188,0.765,0.55,-6.299,0.357,0.0283,0.0,0.139,97.004,11
5189,0.623,0.568,-5.664,0.144,0.0302,0.0,0.25,149.852,1
5190,0.803,0.571,-6.937,0.296,0.0169,0.0,0.252,140.002,11
5191,0.752,0.709,-5.053,0.28,0.0401,0.0,0.0601,84.974,13
5192,0.788,0.765,-3.93,0.439,0.274,0.0,0.216,144.049,8
5193,0.753,0.703,-3.417,0.212,0.144,0.0,0.325,149.991,8
5194,0.929,0.598,-5.373,0.156,0.00705,0.0,0.0549,96.012,9
5195,0.865,0.568,-5.112,0.24,0.0206,0.0,0.186,90.986,11
5196,0.754,0.615,-5.346,0.171,0.275,0.0,0.13,140.036,1
5197,0.641,0.579,-8.276,0.0896,0.479,9.58e-05,0.214,145.995,15
5198,0.651,0.718,-3.924,0.302,0.227,0.0,0.109,116.772,13
5199,0.746,0.644,-2.605,0.232,0.4,0.0,0.095,146.187,11
5200,0.677,0.665,-6.949,0.487,0.337,0.0,0.115,87.637,13
5201,0.551,0.562,-6.862,0.163,0.0218,0.0,0.302,135.872,1
5202,0.422,0.399,-7.977,0.0401,0.679,0.0,0.0528,149.234,4
5203,0.83,0.808,-5.417,0.0509,0.0648,0.0,0.0461,104.923,9
5204,0.819,0.733,-8.855,0.373,0.164,1.64e-06,0.301,91.981,13
5205,0.645,0.54,-10.401,0.239,0.0921,0.0,0.201,79.219,0
5206,0.833,0.642,-6.338,0.0611,0.266,5.06e-06,0.251,86.017,9
5207,0.706,0.602,-10.065,0.0371,0.746,0.0926,0.868,84.987,5
5208,0.861,0.255,-15.485,0.462,0.661,0.00245,0.071,97.004,16
5209,0.834,0.16,-14.809,0.0644,0.819,0.677,0.115,85.004,10
5210,0.634,0.862,-5.421,0.132,0.137,0.0,0.119,80.744,3
5211,0.897,0.662,-6.903,0.292,0.0852,0.0,0.534,112.511,5
5212,0.734,0.735,-6.201,0.065,0.000813,3.25e-05,0.559,96.806,5
5213,0.753,0.616,-8.245,0.0495,0.00583,1.77e-06,0.109,105.952,0
5214,0.713,0.826,-4.075,0.243,0.0897,0.0,0.421,86.444,12
5215,0.779,0.212,-9.759,0.0362,0.759,0.959,0.235,94.675,10
5216,0.754,0.391,-8.942,0.33,0.314,0.0,0.0971,79.955,16
5217,0.742,0.463,-9.435,0.118,0.0188,0.0,0.247,139.997,0
5218,0.704,0.569,-5.722,0.0903,0.61,0.0,0.542,130.033,5
5219,0.893,0.413,-10.809,0.126,0.0164,2.92e-05,0.0729,157.997,0
5220,0.901,0.522,-8.304,0.33,0.0114,0.0,0.259,104.053,11
5221,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,146.034,1
5222,0.733,0.584,-7.485,0.174,0.0563,0.0,0.0641,161.944,1
5223,0.889,0.462,-9.821,0.0377,0.12,1.66e-06,0.0942,126.071,0
5224,0.746,0.646,-5.287,0.101,0.345,0.0,0.0919,160.056,1
5225,0.902,0.592,-7.151,0.179,0.0196,0.0,0.0962,117.899,11
5226,0.77,0.807,-4.2,0.207,0.088,0.0,0.108,97.383,9
5227,0.817,0.687,-6.857,0.0762,0.012,0.0,0.344,142.024,12
5228,0.721,0.622,-7.395,0.0708,0.09,4.46e-06,0.0976,91.01,0
5229,0.759,0.759,-5.68,0.301,0.00227,0.0,0.109,91.967,13
5230,0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,104.019,9
5231,0.689,0.739,-5.81,0.026,1.51e-05,0.509,0.064,120.423,6
5232,0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,119.957,16
5233,0.905,0.614,-9.584,0.243,0.215,4.67e-06,0.43,128.007,11
5234,0.761,0.661,-6.084,0.211,0.081,9.98e-06,0.14,160.063,11
5235,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,132.77,1
5236,0.828,0.795,-6.188,0.26,0.228,0.0,0.307,160.099,8
5237,0.689,0.777,-5.465,0.29,0.289,0.0,0.104,139.723,8
5238,0.92,0.553,-5.068,0.191,0.236,0.0,0.0767,112.022,11
5239,0.484,0.939,-4.243,0.0435,0.0543,0.0,0.162,171.874,14
5240,0.747,0.824,-5.62,0.407,0.0601,0.0,0.322,84.202,13
5241,0.87,0.425,-10.385,0.402,0.325,0.0,0.0808,135.976,16
5242,0.59,0.671,-4.97,0.0722,0.372,0.0,0.0795,135.088,1
5243,0.837,0.364,-11.713,0.276,0.149,0.0,0.271,123.984,16
5244,0.649,0.453,-7.28,0.085,0.627,0.0,0.116,99.183,15
5245,0.738,0.489,-8.911,0.135,0.342,3.12e-06,0.488,81.049,5
5246,0.944,0.532,-9.645,0.174,0.0814,0.000341,0.0522,134.953,11
5247,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,135.998,11
5248,0.713,0.51,-7.416,0.0765,0.0143,3.58e-06,0.333,81.441,0
5249,0.689,0.805,-8.31,0.275,0.0927,0.000876,0.144,97.532,13
5250,0.857,0.503,-7.502,0.265,0.266,0.0,0.0852,122.036,11
5251,0.556,0.864,-5.87,0.0584,0.00958,0.0,0.209,105.143,3
5252,0.3,0.929,-3.214,0.0636,0.000259,2.26e-06,0.329,147.116,7
5253,0.928,0.481,-9.35,0.287,0.105,0.0,0.176,134.007,11
5254,0.882,0.601,-7.676,0.159,0.0625,0.0,0.0745,140.007,11
5255,0.585,0.597,-7.499,0.037,0.339,0.0404,0.195,100.051,17
5256,0.736,0.792,-3.137,0.146,0.0617,0.0,0.223,157.955,1
5257,0.46,0.955,-3.4,0.141,0.728,4.54e-05,0.242,176.324,14
5258,0.481,0.652,-9.493,0.0587,0.197,0.000446,0.0666,87.455,17
5259,0.853,0.673,-8.174,0.219,0.142,0.0,0.168,130.977,11
5260,0.756,0.434,-6.653,0.167,0.0917,0.0,0.275,163.905,1
5261,0.785,0.413,-11.84,0.151,0.0946,0.0,0.126,87.529,0
5262,0.582,0.606,-5.708,0.0612,0.0965,0.0,0.0903,119.969,1
5263,0.838,0.699,-7.553,0.061,0.134,0.0,0.102,125.034,9
5264,0.939,0.438,-5.857,0.126,0.0692,0.0,0.138,118.007,11
5265,0.939,0.438,-5.857,0.126,0.0692,0.0,0.138,118.007,11
5266,0.633,0.471,-9.284,0.282,0.028,4.42e-06,0.166,129.17,11
5267,0.589,0.633,-7.644,0.272,0.0737,0.0,0.555,106.212,5
5268,0.913,0.44,-8.712,0.469,0.0948,0.0374,0.257,146.058,16
5269,0.861,0.524,-5.418,0.441,0.561,0.0,0.102,117.051,16
5270,0.609,0.551,-8.586,0.466,0.0473,0.0,0.177,128.649,8
5271,0.713,0.668,-6.318,0.184,0.425,0.0,0.106,82.6,13
5272,0.676,0.694,-5.419,0.263,0.298,0.0,0.106,81.461,13
5273,0.546,0.556,-7.604,0.33,0.035,0.0,0.0956,95.903,13
5274,0.761,0.293,-16.032,0.0498,0.458,0.0,0.12,97.062,4
5275,0.886,0.278,-10.853,0.207,0.666,0.0,0.0939,112.012,16
5276,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,83.293,0
5277,0.853,0.572,-5.086,0.149,0.147,2.79e-06,0.186,90.938,9
5278,0.761,0.518,-8.871,0.134,0.244,3.47e-05,0.107,133.976,0
5279,0.783,0.479,-10.646,0.541,0.149,0.0,0.101,176.027,16
5280,0.907,0.331,-12.706,0.718,0.0253,0.0,0.0735,139.993,16
5281,0.542,0.458,-10.85,0.301,0.135,0.0,0.149,93.612,16
5282,0.669,0.538,-10.831,0.317,0.0155,0.0,0.162,165.0,8
5283,0.609,0.444,-9.129,0.106,0.603,6.86e-06,0.104,118.402,15
5284,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,105.018,9
5285,0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,86.412,0
5286,0.648,0.801,-7.24,0.167,0.154,0.0,0.339,78.946,12
5287,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,118.978,9
5288,0.866,0.454,-9.383,0.0414,0.0373,1.49e-06,0.275,99.985,0
5289,0.798,0.443,-6.062,0.0403,0.244,0.0,0.326,125.232,0
5290,0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,168.189,1
5291,0.853,0.606,-4.596,0.0713,0.0561,0.0,0.313,94.759,12
5292,0.74,0.766,-2.939,0.178,0.116,0.0,0.0406,170.531,1
5293,0.867,0.538,-16.183,0.361,0.242,1.75e-05,0.316,158.328,16
5294,0.856,0.834,-4.012,0.245,0.0582,0.0,0.0721,95.056,13
5295,0.486,0.963,-5.586,0.129,0.248,2.39e-06,0.158,113.133,3
5296,0.724,0.955,-3.9,0.0565,0.0666,0.00027,0.139,79.508,3
5297,0.728,0.327,-11.596,0.0999,0.0948,0.0,0.103,100.0,0
5298,0.739,0.368,-10.233,0.0845,0.00542,0.0,0.171,144.992,0
5299,0.835,0.571,-4.771,0.102,0.0716,0.0,0.0604,138.038,1
5300,0.795,0.523,-7.165,0.0423,0.061,0.0,0.0914,133.024,0
5301,0.956,0.745,-4.753,0.12,0.206,0.0,0.0615,107.075,9
5302,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,101.875,9
5303,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,82.331,13
5304,0.64,0.572,-9.661,0.0692,0.0232,0.0,0.184,77.991,0
5305,0.42,0.787,-4.467,0.294,0.0104,0.0,0.198,97.967,13
5306,0.871,0.648,-7.825,0.278,0.266,0.0,0.2,92.296,11
5307,0.656,0.578,-8.97,0.0922,0.235,0.0,0.118,94.514,0
5308,0.893,0.74,-4.936,0.132,0.299,0.0,0.0881,101.025,9
5309,0.835,0.707,-5.074,0.0598,0.0219,2.19e-05,0.108,93.955,9
5310,0.865,0.665,-9.347,0.254,0.155,0.0,0.36,140.052,11
5311,0.67,0.658,-6.316,0.31,0.172,0.0,0.081,108.634,13
5312,0.946,0.203,-15.356,0.82,0.024,0.0,0.122,120.026,16
5313,0.611,0.619,-6.911,0.38,0.179,0.0,0.128,88.806,13
5314,0.805,0.672,-5.603,0.039,0.399,0.0,0.129,131.009,15
5315,0.741,0.546,-8.66,0.295,0.514,0.0,0.135,162.989,16
5316,0.816,0.45,-11.571,0.448,0.0867,0.0,0.126,83.507,16
5317,0.717,0.721,-9.36,0.322,0.0766,0.0,0.139,193.94,8
5318,0.685,0.663,-6.814,0.287,0.0838,0.0,0.124,176.135,8
5319,0.82,0.474,-7.976,0.127,0.39,0.0,0.0718,87.458,0
5320,0.753,0.708,-7.198,0.25,0.0426,0.0,0.117,140.008,11
5321,0.886,0.646,-7.288,0.328,0.0266,3.76e-05,0.0857,148.119,11
5322,0.883,0.552,-8.851,0.254,0.0726,0.0,0.0787,129.047,11
5323,0.856,0.373,-15.579,0.33,0.0677,2.71e-06,0.104,95.019,16
5324,0.698,0.793,-5.332,0.105,0.123,0.0,0.0805,129.948,9
5325,0.81,0.706,-8.397,0.339,0.199,0.0,0.136,139.963,11
5326,0.954,0.495,-9.735,0.367,0.0411,0.0,0.102,116.963,11
5327,0.845,0.527,-7.207,0.287,0.299,0.0,0.124,131.007,11
5328,0.868,0.638,-7.746,0.0736,0.146,0.0565,0.0931,126.03,0
5329,0.794,0.756,-7.16,0.136,0.11,0.0,0.247,123.066,12
5330,0.436,0.934,-2.685,0.0507,1.03e-05,0.14,0.321,91.481,7
5331,0.363,0.914,-2.899,0.0983,0.00183,0.0,0.335,177.968,7
5332,0.749,0.497,-12.609,0.105,0.41,0.0499,0.0504,95.818,0
5333,0.568,0.844,-5.875,0.0505,0.000189,0.0,0.0607,116.046,3
5334,0.562,0.532,-7.552,0.0433,0.631,0.000538,0.0858,119.993,15
5335,0.509,0.874,-4.206,0.118,0.00328,0.000341,0.201,175.037,14
5336,0.642,0.396,-16.843,0.0642,0.462,0.000823,0.106,84.082,4
5337,0.623,0.633,-8.212,0.0304,0.336,4.6e-05,0.147,121.119,15
5338,0.388,0.338,-10.054,0.0329,0.652,3.73e-06,0.248,177.765,4
5339,0.601,0.532,-9.119,0.0286,0.432,6.25e-06,0.0925,136.571,15
5340,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,84.581,0
5341,0.476,0.628,-13.896,0.0558,0.219,0.0071,0.0852,110.201,2
5342,0.705,0.743,-6.631,0.042,0.432,0.0133,0.103,118.552,15
5343,0.776,0.68,-10.088,0.0389,0.179,0.0,0.483,92.481,12
5344,0.795,0.564,-10.482,0.0392,0.0934,0.000531,0.0631,124.166,0
5345,0.429,0.543,-9.139,0.0347,0.536,2.54e-05,0.125,122.619,15
5346,0.681,0.163,-22.597,0.165,0.881,7.62e-05,0.0688,69.283,4
5347,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,124.631,15
5348,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,125.996,1
5349,0.857,0.468,-8.53,0.0476,0.00414,1.32e-05,0.269,89.119,0
5350,0.789,0.683,-8.835,0.086,0.48,0.0,0.35,92.311,15
5351,0.494,0.756,-8.492,0.0499,0.733,0.00505,0.76,86.895,5
5352,0.747,0.904,-2.623,0.0803,0.046,0.106,0.203,118.877,3
5353,0.732,0.387,-8.47,0.0741,0.0493,0.0,0.141,157.875,1
5354,0.751,0.708,-5.653,0.0545,0.0482,1.85e-05,0.107,108.97,9
5355,0.789,0.683,-8.835,0.086,0.48,0.0,0.35,92.311,15
5356,0.325,0.848,-5.611,0.279,0.0109,0.0,0.124,100.093,13
5357,0.828,0.72,-7.652,0.313,0.0278,0.0,0.0765,144.976,11
5358,0.702,0.446,-8.849,0.259,0.445,0.0,0.104,129.92,16
5359,0.732,0.494,-13.571,0.0406,0.299,0.205,0.0919,126.986,0
5360,0.633,0.934,-3.594,0.0344,0.219,0.00021,0.0592,128.606,3
5361,0.359,0.949,-7.649,0.101,0.0556,0.000396,0.236,134.118,7
5362,0.583,0.855,-7.213,0.0333,0.1,0.0177,0.262,128.178,12
5363,0.762,0.722,-8.712,0.0428,0.0922,0.000368,0.132,122.769,9
5364,0.942,0.641,-10.15,0.0333,0.331,0.179,0.028,114.443,0
5365,0.442,0.121,-22.399,0.0366,0.925,0.899,0.088,90.079,10
5366,0.495,0.93,-5.656,0.106,0.0165,0.0,0.983,128.251,5
5367,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,70.776,17
5368,0.816,0.514,-8.741,0.0339,0.767,0.949,0.0899,136.837,10
5369,0.795,0.71,-4.746,0.0392,0.443,0.0215,0.344,109.689,12
5370,0.805,0.882,-4.436,0.292,0.00323,0.0,0.256,85.99,13
5371,0.807,0.693,-5.056,0.0481,0.0504,7.75e-06,0.0762,127.035,9
5372,0.759,0.782,-6.975,0.0741,0.000589,0.0,0.35,131.04,12
5373,0.471,0.911,-4.122,0.0471,3.95e-05,0.0,0.272,94.898,3
5374,0.474,0.901,-5.089,0.0639,0.000229,1.78e-05,0.262,164.888,14
5375,0.265,0.961,-2.658,0.157,0.00128,1.01e-06,0.15,161.05,14
5376,0.518,0.933,-4.14,0.0353,3.74e-05,0.0,0.36,109.875,7
5377,0.532,0.991,-2.1,0.117,0.0748,0.0,0.384,129.962,7
5378,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,186.113,7
5379,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,159.779,7
5380,0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,94.605,17
5381,0.437,0.988,-3.174,0.0727,7.4e-05,0.000338,0.599,175.976,7
5382,0.37,0.937,-3.939,0.0356,7.37e-05,0.00817,0.0904,93.307,3
5383,0.559,0.543,-5.429,0.302,0.00133,2e-05,0.0577,75.958,13
5384,0.471,0.995,-1.283,0.161,0.138,0.012,0.509,111.884,7
5385,0.74,0.938,-3.207,0.147,0.219,0.000626,0.313,99.758,12
5386,0.361,0.941,-6.666,0.151,0.237,1.28e-06,0.254,94.411,17
5387,0.447,0.994,-1.63,0.198,0.311,0.606,0.549,109.059,6
5388,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,71.994,0
5389,0.443,0.635,-5.404,0.223,0.455,2.07e-05,0.285,93.742,13
5390,0.779,0.572,-9.985,0.378,0.157,0.0,0.246,135.956,16
5391,0.808,0.617,-9.32,0.442,0.113,0.0,0.734,149.962,5
5392,0.591,0.857,-3.487,0.075,0.00952,0.674,0.148,89.129,6
5393,0.725,0.369,-6.135,0.0958,0.256,0.826,0.139,93.494,6
5394,0.64,0.664,-4.73,0.0289,0.196,0.0,0.31,134.002,12
5395,0.913,0.574,-7.022,0.298,0.0331,0.0,0.119,98.028,11
5396,0.676,0.245,-14.27,0.0299,0.677,0.0,0.319,86.338,4
5397,0.782,0.841,-4.616,0.0517,0.00319,0.859,0.124,103.992,6
5398,0.545,0.981,-1.868,0.0865,0.0558,0.0,0.0887,100.031,3
5399,0.679,0.606,-7.473,0.121,0.254,0.000909,0.126,180.023,1
5400,0.92,0.654,-3.051,0.0401,0.0236,0.0153,0.036,117.046,9
5401,0.853,0.981,-3.947,0.0751,0.247,0.468,0.306,118.193,6
5402,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,112.96,3
5403,0.554,0.932,-3.424,0.0485,0.00154,0.000142,0.425,112.49,7
5404,0.389,0.872,-4.968,0.103,0.00237,4.11e-06,0.313,162.54,7
5405,0.52,0.775,-5.803,0.0348,0.034,0.0,0.364,136.028,7
5406,0.392,0.964,-4.441,0.0644,7.13e-05,0.0387,0.106,167.024,14
5407,0.634,0.862,-5.421,0.132,0.137,0.0,0.119,80.744,3
5408,0.814,0.484,-10.962,0.299,0.931,5.35e-05,0.117,116.024,16
5409,0.856,0.84,-7.736,0.334,0.0973,0.0,0.0773,95.416,13
5410,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,128.077,9
5411,0.9,0.483,-6.248,0.0798,0.0958,0.0,0.0766,94.023,0
5412,0.597,0.931,-4.591,0.0984,0.127,0.0,0.0504,92.003,3
5413,0.499,0.862,-4.528,0.0443,0.000418,0.0,0.229,129.858,3
5414,0.865,0.691,-4.845,0.0501,0.0305,0.303,0.0964,124.972,9
5415,0.801,0.529,-14.875,0.0962,0.0406,0.000609,0.0936,106.965,0
5416,0.812,0.644,-10.761,0.0493,0.0877,0.785,0.0563,140.075,6
5417,0.626,0.615,-6.142,0.346,0.265,0.0,0.0812,52.145,13
5418,0.664,0.564,-7.603,0.547,0.202,0.0,0.103,156.127,8
5419,0.826,0.49,-10.477,0.0676,0.00916,4.41e-06,0.0415,74.126,0
5420,0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,164.959,7
5421,0.35,0.775,-3.364,0.054,0.00433,0.283,0.0676,199.866,14
5422,0.645,0.528,-6.058,0.282,0.214,0.00664,0.113,90.519,13
5423,0.862,0.482,-6.332,0.0384,0.318,1.08e-06,0.127,112.003,0
5424,0.646,0.6,-5.418,0.0821,0.0387,1.49e-06,0.119,160.106,1
5425,0.828,0.521,-5.583,0.137,0.858,0.0,0.13,106.009,15
5426,0.674,0.814,-5.861,0.0692,0.0236,0.0,0.401,138.017,12
5427,0.791,0.839,-2.887,0.0424,0.0849,0.0,0.193,116.991,9
5428,0.859,0.799,-3.592,0.0468,0.0687,0.0,0.0858,99.965,9
5429,0.706,0.558,-5.253,0.0525,0.0792,0.0,0.162,112.975,9
5430,0.689,0.38,-8.491,0.0324,0.72,1.62e-06,0.153,97.988,15
5431,0.754,0.32,-8.985,0.0684,0.255,0.000207,0.11,104.225,0
5432,0.823,0.714,-6.294,0.0464,0.149,0.0646,0.107,116.964,9
5433,0.695,0.504,-6.669,0.0562,0.36,4.44e-06,0.0961,146.963,1
5434,0.805,0.868,-3.857,0.244,0.0579,0.0,0.341,149.936,8
5435,0.659,0.709,-6.629,0.0369,0.284,0.00357,0.159,162.931,1
5436,0.776,0.718,-5.796,0.0537,0.106,3.13e-06,0.134,83.99,9
5437,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,93.034,13
5438,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,118.015,9
5439,0.243,0.935,-3.45,0.0983,0.000191,7.1e-05,0.0964,160.01,14
5440,0.254,0.945,-3.589,0.0812,4.59e-05,0.000266,0.175,170.065,14
5441,0.866,0.749,-3.977,0.253,0.15,0.0,0.0614,92.074,13
5442,0.376,0.841,-4.348,0.356,0.0435,0.0,0.578,76.052,5
5443,0.851,0.849,-3.383,0.0828,0.497,2.05e-06,0.116,120.014,9
5444,0.701,0.46,-7.069,0.0655,0.68,0.000156,0.103,121.976,15
5445,0.532,0.75,-4.919,0.0474,0.676,0.0278,0.1,135.941,15
5446,0.789,0.584,-8.583,0.292,0.00595,0.0,0.332,83.014,13
5447,0.635,0.685,-5.253,0.304,0.00354,0.0,0.141,154.949,8
5448,0.574,0.309,-6.508,0.439,0.0485,0.0,0.0948,83.929,13
5449,0.52,0.538,-8.109,0.206,0.367,0.00187,0.119,141.894,15
5450,0.794,0.766,-3.894,0.0377,0.0135,0.0,0.0785,127.006,9
5451,0.742,0.553,-8.98,0.419,0.389,0.0,0.0694,84.931,16
5452,0.53,0.497,-8.701,0.182,0.521,1.62e-05,0.0665,181.539,2
5453,0.831,0.36,-8.073,0.052,0.136,0.00217,0.0703,75.014,0
5454,0.819,0.76,-4.556,0.306,0.13,0.0,0.0547,147.906,11
5455,0.635,0.847,-3.152,0.447,0.533,0.0,0.154,166.072,8
5456,0.725,0.804,-7.84,0.0393,0.426,0.000504,0.108,93.668,15
5457,0.702,0.898,-6.003,0.0373,0.00854,0.000154,0.0917,112.845,3
5458,0.814,0.373,-8.017,0.116,0.602,1.7e-05,0.0931,114.548,15
5459,0.512,0.56,-10.429,0.0412,0.00156,0.000168,0.646,87.277,5
5460,0.853,0.533,-8.412,0.364,0.102,0.0,0.0883,136.054,11
5461,0.53,0.404,-9.843,0.0269,0.388,0.77,0.148,130.056,6
5462,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,167.879,8
5463,0.572,0.63,-5.786,0.0378,0.238,0.0,0.186,75.106,17
5464,0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,88.785,13
5465,0.426,0.929,-6.729,0.0701,0.00162,0.105,0.0789,127.059,3
